Name,Genre,ESRB_Rating,Platform,Critic_Score
Stunt GP,Racing,E,PC,8.3
Stunt Racer 64,Sports,E,N64,7
Stuntman: Ignition,Racing,T,XBL,5.5
Stupid Invaders,Adventure,T,DC,7.1
Stupid Invaders,Adventure,T,PC,2.1
Sudden Strike II,Strategy,T,PC,1.4
Sudeki,Role-Playing,M,PC,9.5
SUDOKU,Misc,E,DSiW,5.3
Sudoku,Puzzle,E,PSN,1.1
Sudoku 4Pockets,Puzzle,E,DSiW,5
Sudoku Ball Detective,Puzzle,E10,PC,4
Sudoku Challenge!,Puzzle,E,WW,2.4
Sudoku Challenge!,Puzzle,E,DSiW,8
Sudoku Master,Puzzle,E,DSiW,9.2
SUDOKU Sensei,Puzzle,E,DSiW,1.8
Sudoku Student,Puzzle,E,DSiW,9.5
Suikoden,Role-Playing,E,PSN,4.2
Suikoden II,Role-Playing,T,PC,5.5
Summer Camp Showdown,Action,E10,Wii,7.3
Summer Games II,Sports,E,VC,6
Summon Night: Swordcraft Story 2,Role-Playing,T,GBA,9.3
Super Adventure Island,Platform,E,VC,7.1
Super Air Zonk: Rockabilly Paradise,Shooter,E,VC,7.3
Super Asteroids & Missile Command,Shooter,E,Lynx,4
Super Bases Loaded 3: License to Steal,Sports,E,SNES,6.4
Super Battletank,Simulation,E,GG,4.7
Super Bonk,Platform,E,VC,8.9
Super Breakout,Puzzle,E,GB,1.9
Super Bubble Pop,Puzzle,E,PS,4.6
Super Bubble Pop,Puzzle,E,PC,4.1
Super Bubsy,Platform,E,PC,2.8
Super Burnout,Racing,E,AJ,9.2
Super Bust-A-Move,Puzzle,E,PC,1.5
Super Bust-A-Move 2,Puzzle,E,PS2,6.6
Super C,Shooter,E,VC,9.3
Super Castlevania IV,Platform,E10,VC,8
Super Collapse!,Puzzle,E,PC,6.1
Super Collapse! 3,Puzzle,E,PSP,4.5
Super Collapse! 3,Puzzle,E,PSN,6.3
Super Columns,Puzzle,E,GG,9.4
Super Comboman,Action,E10,PC,5.8
Super Comboman,Action,E10,OSX,3.3
Super Contra,Shooter,E10,XBL,3.9
Super Dodge Ball,Sports,E,VC,9.7
Super Dungeon Bros,Action,E10,XOne,8.3
Super Fantasy Zone,Shooter,E,VC,6.1
Super Ghouls 'n Ghosts,Platform,E,VC,7.5
Super Hang-On,Racing,E,GEN,9.8
Super Lucky's Tale,Platform,E,PC,5.7
Super Magnetic Neo,Action,E,DC,6.4
Super Mario 64,Platform,E,VC,9
Super Mario Bros.,Platform,E,VC,9
Super Mario Bros. 2,Platform,E,VC,8.5
Super Mario Bros. 3,Platform,E,VC,9.5
Super Mario Bros.: The Lost Levels,Platform,E,VC,7.4
Super Mario Kart,Racing,E,VC,3
Super Mario Land,Platform,E,3DS,7.5
Super Mario RPG: Legend of the Seven Stars,Role-Playing,E,VC,9.5
Super Mario World,Platform,E,VC,8.5
Super Meat Boy,Platform,T,WW,6.1
Super Meat Boy,Platform,T,XBL,9
Super Metroid,Adventure,E,VC,9
Super Monkey Ball,Puzzle,E,NGage,5.8
Super Monkey Ball 2-Pack,Puzzle,E,GC,7.6
Super Monkey Ball Adventure,Platform,E,PSN,6.7
Super Pocket Tennis,Sports,E,PSN,2.1
Super Punch-Out!!,Sports,E,SNES,5.7
Super Punch-Out!!,Sports,E,VC,4.7
Super Puzzle Fighter II Turbo,Puzzle,E,SAT,10
Super Puzzle Fighter II Turbo,Puzzle,E,PC,9.8
Super Puzzle Fighter II Turbo HD Remix,Puzzle,E,PSN,7.7
Super Puzzle Fighter II Turbo HD Remix,Puzzle,E,XBL,4.8
Super Puzzle Fighter II Turbo HD Remix,Puzzle,E,PC,3.4
Super R-Type,Shooter,E,VC,3.8
Super Robot Taisen: Original Generation 2,Role-Playing,T,GBA,8.4
Super Rub a Dub,Puzzle,E,PSN,3.4
Super Runabout: San Francisco Edition,Racing,T,DC,6.1
Super Sidekicks,Sports,E,PSN,7.8
Super Sidekicks (PSP),Sports,E,PSN,8.7
Super Stacker,Puzzle,E,PSN,8.2
Super Star Soldier,Shooter,E,VC,3.8
Super Star Soldier,Shooter,E,PSN,3.3
Super Star Wars,Platform,E,SNES,5
Super Star Wars,Platform,E,VC,4.1
Super Star Wars: Return of the Jedi,Platform,E,GG,2.5
Super Star Wars: Return of the Jedi,Platform,E,GB,6.1
Super Star Wars: Return of the Jedi,Platform,E,VC,9.3
Super Star Wars: The Empire Strikes Back,Platform,E,VC,4.3
Super Stardust,Shooter,E,PC,1.5
Super Stardust Delta,Action,E,PSV,7.3
Super Stardust HD,Shooter,E,PSN,8.5
Super Stardust Portable,Shooter,E,PSN,7.4
Super Street Fighter II Turbo: HD Remix,Fighting,T,XBL,8.9
Super Street Fighter II Turbo: HD Remix,Fighting,T,PSN,9.1
Super Street Fighter II: The New Challengers,Fighting,T,VC,6.1
Super Street Fighter IV,Fighting,T,XBL,9.4
Super Street Fighter IV: Arcade Edition,Fighting,T,XBL,4.2
Super Street Fighter IV: Arcade Edition,Fighting,T,PSN,5.7
Super Swap!,Puzzle,E,DSiW,6.3
Super Tennis,Sports,E,SNES,5.6
Super Thunder Blade,Shooter,E,VC,10
Super Turrican,Platform,E10,VC,7
Super Turrican 2,Platform,E,VC,6.2
Super Turrican 2,Platform,E,SNES,2.4
Super Yum Yum: Puzzle Adventures,Puzzle,E,DSiW,3
Superbike 2000,Racing,E,PC,3.9
Superbike 2001,Racing,E,PC,3.9
Superbike World Championship,Racing,E,PC,9.3
Supercar Street Challenge,Racing,E,PC,7.8
Supercross 3D,Racing,E,AJ,4.1
SuperCross Kings,Racing,E,PC,1.7
Superman,Platform,E,GB,4.9
Superman Returns,Action,T,XB,5.6
Superman Returns,Action,T,PS2,5.4
Superman Returns: Fortress of Solitude,Action,E,GBA,9.7
Supermarket Mania,Simulation,E,PSN,2.6
Supermarket Mania,Simulation,E,DSiW,1.6
SuperPower,Strategy,E,PC,3.6
Supersonic Acrobatic Rocket-Powered Battle-Cars,Sports,E,PSN,4.4
Superstar Dance Club: #1. Hits!!!,Misc,E,PS,5
Superstars V8 Racing,Racing,E,PSN,4.4
Supreme Ruler 2020,Strategy,E,PC,3.1
Supreme Ruler 2020 Gold,Strategy,E10,PC,4.7
Supreme Warrior,Adventure,M,SCD,1.4
Supreme Warrior,Adventure,M,3DO,9.6
Supreme Warrior,Adventure,M,PC,3.9
Surf Rocket Racers,Racing,E,DC,5.6
Surf's Up,Sports,E,GBA,9.1
Surf's Up,Sports,E10,PC,5.2
Surfacer+,Puzzle,E,DSiW,5.1
Surgical Strike,Action,T,SCD,7.4
Survival Kids,Adventure,E,GB,8.7
Surviving High School,Simulation,E10,DSiW,7.2
Survivor,Adventure,E,DS,9.6
Suzuki Alstare Extreme Racing,Racing,E,DC,6
Suzuki Alstare Extreme Racing,Racing,E,PC,6
Suzuki Super-Bikes II: Riding Challenge,Racing,E,DS,6.8
Suzuki Super-Bikes II: Riding Challenge,Racing,E,PS2,5.9
Swamp Buggy Racing,Racing,E,PC,1.9
Swarm,Puzzle,T,PSN,6.8
Swarm,Puzzle,T,XBL,6.8
Swashbucklers: Blue vs. Grey,Action,M,PS2,3.1
Swashbucklers: Blue vs. Grey,Action,M,PC,6.9
SWAT 3: Elite Edition,Shooter,M,PC,6.3
SWAT: Target Liberty,Shooter,T,PSN,4.2
Sweet Reversi,Misc,E,PSN,2.5
Switchball,Puzzle,E,XBL,1.6
Switchball,Puzzle,E,PSN,6.6
Switchball,Puzzle,E,PC,4.4
Sword of Hope II,Role-Playing,E,GB,1.5
Sword of the Berserk: Guts' Rage,Action,M,DC,7.9
Sword of the Stars,Strategy,E10,PC,8.6
Sword of the Stars II: Lords of Winter,Strategy,E10,PC,2.7
Sword of the Stars: A Murder of Crows,Strategy,E10,PC,6.4
Sword of the Stars: Argos Naval Yard,Strategy,E10,PC,7.2
Sword of the Stars: Born of Blood,Strategy,E10,PC,7.5
Sword of the Stars: Collector's Edition,Strategy,E10,PC,4.2
Sword of the Stars: Ultimate Collection,Strategy,E10,PC,1.2
Sword of Vermilion,Role-Playing,E,VC,2.7
Swords & Soldiers,Strategy,E10,WW,8.3
Swords & Soldiers,Strategy,E10,PSN,8.2
Syberia III,Adventure,T,PS3,4.3
Syberia III,Adventure,T,And,8.5
Syberia III,Adventure,T,OSX,7.8
Sydney 2000,Sports,E,DC,5.2
Sydney 2000,Sports,E,PC,4
Syndicate,Strategy,E,3DO,3.9
Syndicate,Strategy,E,AJ,5
Syndicate,Strategy,E,SNES,2
Syphon Filter,Shooter,T,PSN,2.4
Syphon Filter 3,Shooter,M,PSN,3.9
Syphon Filter 2,Shooter,M,PSN,2.1
Syphon Filter: Combat Ops,Shooter,T,PSP,1.3
Syphon Filter: Combat Ops,Shooter,T,PSN,4.3
Syphon Filter: Logan's Shadow,Shooter,T,PSN,6.7
System Flaw Recruit,Shooter,E,DSiW,3.6
System Rush,Racing,E,NGage,8.2
Tabloid Tycoon,Strategy,T,PC,7.4
Tacoma,Adventure,M,PC,4.4
Tactics Ogre: Let Us Cling Together,Role-Playing,T,PSN,8.7
Tails Adventure,Platform,E,GG,4.6
Tak: The Great Juju Challenge,Platform,E,PS2,3.2
Tales from Space: About a Blob,Platform,E,PSN,5.1
Tales of Elastic Boy: Mission 1,Platform,E,WW,7
Tales of Monkey Island,Adventure,RP,WW,8.2
Tales of Monkey Island,Adventure,E10,PSN,8.2
Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal,Adventure,E10,PC,7.7
Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal,Adventure,E10,WW,7.3
Tales of Monkey Island Chapter 2: The Siege of Spinner Cay,Adventure,E10,WW,7.8
Tales of Monkey Island Chapter 2: The Siege of Spinner Cay,Adventure,E10,PC,8
Tales of Monkey Island Chapter 3: Lair of the Leviathan,Adventure,E10,WW,1.2
Tales of Monkey Island Chapter 4: The Trial and Execution of Guybrush Threepwood,Adventure,E10,WW,7.8
Tales of Monkey Island Chapter 5: Rise of the Pirate God,Adventure,E10,WW,8.6
Tales of Monkey Island Chapter 5: Rise of the Pirate God,Adventure,E10,PC,8.4
Talkman Travel: Paris,Misc,E,PSN,7.6
Talkman Travel: Rome,Misc,E,PSN,3.5
Talkman Travel: Tokyo,Misc,E,PSN,8.1
Tall Infinity,Puzzle,E,PS,7.7
Tall Infinity,Puzzle,E,PSN,3.6
Tank Battles,Shooter,E10,PSN,4.5
Target Toss Pro: Bags,Sports,E,WW,4.5
Target Toss Pro: Lawn Darts,Sports,E,WW,2.8
Taz Wanted,Platform,E,PC,5.7
Taz-Mania,Platform,E,GEN,9
Taz-Mania 2,Platform,E,GB,5.4
Tazmanian Devil: Munching Madness,Platform,E,GB,9.4
Team Fortress 2,Shooter,M,PS3,7.7
Team Fortress 2,Shooter,M,X360,6.1
Team Fortress Classic,Shooter,M,PC,9.9
Teasure Planet: Battle at Procyon,Strategy,E,PC,8.3
Tech Deck Skateboarding,Sports,E,GB,4.4
Tech Romancer,Fighting,T,DC,8.3
Tecmo Bowl,Sports,E,VC,2.9
Tecmo Bowl (Arcade),Sports,E,VC,6.5
Tecmo Bowl Throwback,Sports,E,PSN,6
Tecmo Bowl Throwback,Sports,E,XBL,3.5
Tecmo Super Bowl II: Special Edition,Sports,E,GEN,2.1
Tecmo Super Bowl II: Special Edition,Sports,E,SNES,3.3
Tecmo Super Bowl III: Final Edition,Sports,E,SNES,8
Tecmo Super Bowl III: Final Edition,Sports,E,GEN,7.1
Tee Off,Sports,E,DC,7.2
Teen Titans,Action,E10,XB,6.6
Teen Titans 2,Action,E10,GBA,5
Teenage Mutant Ninja Turtles 1989 Classic Arcade,Action,E10,XBL,3.9
Teenage Mutant Ninja Turtles 2: Battle Nexus,Action,T,PC,4.1
Teenage Mutant Ninja Turtles: Mutants in Manhattan,Action,T,PC,1
Teenage Mutant Ninja Turtles: Turtles In Time Re-Shelled,Action,E10,PSN,5.9
Teenage Mutant Ninja Turtles: Turtles In Time Re-Shelled,Action,E10,XBL,5
Tehra Dark Warrior,Action,T,PSN,5.7
Tehra Dark Warrior & Dynogems,Misc,T,PSN,1.7
Tekken,Fighting,T,PSN,8.6
Tekken 2,Fighting,T,PSN,4.4
Tekken 5: Dark Resurrection,Fighting,T,PSN,8.1
Tekken 6,Fighting,T,PSN,4.8
Telegraph Crosswords,Puzzle,T,PSN,5.7
Telegraph Crosswords,Puzzle,T,DSiW,8.9
Telegraph Sudoku & Kakuro,Puzzle,E,PSN,4.6
Telegraph Sudoku & Kakuro,Puzzle,E,DSiW,8.5
Teleroboxer,Fighting,E,VB,5
Tempest,Shooter,E,XBL,2.2
Tempest 2000,Shooter,E,SAT,5
Tempest 2000,Shooter,E,PC,10
Tempo Jr.,Platform,E,GG,3.9
Ten Pin Alley,Sports,E,PS,4.3
Ten Pin Alley,Sports,E,SAT,7.9
Ten Pin Alley,Sports,E,PC,2.3
Ten Pin Alley,Sports,E,PSN,7.5
Tenchu: Shadow Assault,Action,E10,XBL,6.2
Tennis,Sports,E,PS,2.5
Tennis,Sports,E,VC,1.9
Tennis 2K2,Sports,E,DC,8.7
Tennis Masters Series,Sports,E,PC,7.7
Tennis Masters Series 2003,Sports,E,PC,2.5
Terminus,Simulation,T,PC,8.2
Terraria,Action-Adventure,T,And,8
TerRover,Platform,E,PSN,2.7
Test Drive,Racing,T,PC,4.4
Test Drive 2001,Racing,E,GB,8.3
Test Drive 4,Racing,E,PC,9.7
Test Drive 5,Racing,E,PC,9.6
Test Drive 6,Racing,E,DC,4.8
Test Drive 6,Racing,E,GB,3.9
Test Drive 6,Racing,E,PC,6.8
Test Drive Cycles,Racing,E,GB,8.7
Test Drive Le Mans,Racing,E,DC,8.2
Test Drive Le Mans,Racing,E,GB,8
Test Drive Off-Road 3,Racing,E,GB,7.2
Test Drive Unlimited,Racing,E10,PS2,7.3
Test Drive Unlimited,Racing,E10,XBL,6.7
Test Drive V-Rally,Racing,E,DC,6.9
Test Drive: Off-Road,Racing,E,PC,4.5
Test Drive: Off-Road 2,Racing,E,PS,8.1
Test Drive: Off-Road 3,Racing,E,PS,7.7
Test Yourself: Psychology,Misc,E,PSN,6.5
Tetraminos,Puzzle,E,PSN,1.6
Tetris,Puzzle,E,PSN,7.5
Tetris & Dr. Mario,Puzzle,E,SNES,8.4
Tetris (PSP),Puzzle,E,PSN,2.7
Tetris 2,Puzzle,E,SNES,2.9
Tetris Blast,Puzzle,E,GB,2.6
Tetris Party,Puzzle,E,WW,8.5
Tetris Party Live,Puzzle,E,DSiW,6.1
Tetris Plus,Puzzle,E,SAT,7
Tetris Plus,Puzzle,E,GB,4.9
Tetris Splash,Puzzle,E,XBL,8.1
Tetris Ultimate,Puzzle,E,XOne,3.5
Tetris Ultimate,Puzzle,E,PS4,3.3
Tetris Ultimate,Puzzle,E,PC,4.7
Tetris Worlds,Puzzle,E,XB,9.7
Tetris Worlds,Puzzle,E,PC,7.1
Texas Cheat 'Em,Misc,T,XBL,1.6
Texas Cheat 'Em,Misc,T,PSN,5.1
Texas Cheat 'Em,Misc,T,PC,8.2
Texas Hold'em,Misc,T,XBL,6.7
Texas Hold'em Poker,Misc,T,WW,1.1
Texas Hold'em Tournament,Misc,T,WW,9.6
th!nk Logic Trainer,Puzzle,E,DS,1.7
Th3 Plan,Shooter,T,PS2,9
The 2D Adventures of Rotating Octopus Character,Platform,E,PSN,5.9
The 3rd Birthday,Role-Playing,M,PSN,7
The Adventures of Batman & Robin,Action,E,GG,8.1
The Adventures of Batman & Robin,Action,E,GEN,5.9
The Adventures of Batman & Robin,Action,E,SCD,7.8
The Adventures of Mighty Max,Platform,E,GEN,2.9
The Amazing Brain Train!,Misc,E,WW,7.6
The Amazing Race,Misc,RP,DS,4.2
The Amazing Race,Misc,RP,PC,8.6
The Amazing Race,Misc,RP,X360,2.3
The Amazing Spider-Man (2012),Action-Adventure,T,And,7.1
The Amazing Virtual Sea-Monkeys,Misc,E,PS,6.9
The Amazing Virtual Sea-Monkeys,Action,E,GBA,4.9
The Amazing Virtual Sea-Monkeys,Misc,E,PC,5.9
The Ant Bully,Platform,E10,PC,7.7
The Arrival,Adventure,M,PC,4.5
The Baconing,Role-Playing,T,PSN,6.1
The Baldur's Gate Collection,Role-Playing,T,PC,5.3
The Barbie Diaries: High School Mystery,Adventure,E,GBA,5.5
The Barbie Diaries: High School Mystery,Adventure,E,PC,7.6
The Bard's Tale,Action,T,PC,5.2
The Beast Within: A Gabriel Knight Mystery,Adventure,M,PC,8.3
The Bee Game,Adventure,E,GBA,6.2
The Book of Unwritten Tales 2,Adventure,T,XOne,8.4
The Brainies,Puzzle,E,SNES,4.7
The Bugs Bunny Crazy Castle,Platform,E,GB,6.4
The Bugs Bunny Crazy Castle 2,Platform,E,GB,2.6
The Chessmaster 3-D,Strategy,E,PS,6.4
The Chronicles of Narnia: Prince Caspian,Adventure,T,PC,5.1
The Chronicles of Riddick: Assault on Dark Athena,Shooter,M,XBL,9
The Chronicles of Riddick: Escape from Butcher Bay,Shooter,M,PC,1.8
The Circle: Martial Arts Fighter,Fighting,T,Wii,4
The City of Lost Children,Adventure,T,PC,9.1
The Combatribes,Action,E10,VC,5.2
The Con,Action,T,PSN,2.4
The Corporate Machine,Strategy,E,PC,8.3
The Crew 2,Racing,T,PC,2.3
The Crow: City of Angels,Action,M,SAT,2.8
The Crow: City of Angels,Action,M,PC,2.2
The Deepak Chopra Project,Misc,RP,X360,9.2
The Dishwasher: Dead Samurai,Action,M,XBL,7.7
The Dishwasher: Vampire Smile,Action,M,XBL,8.2
The Dukes of Hazzard: Racing for Home,Racing,E,PC,4.2
The Dukes of Hazzard: Racing for Home,Racing,E,GB,9.6
The Dynastic Hero,Role-Playing,E,VC,4
The Elder Scrolls Adventures: Redguard,Action,T,PC,8.1
The Elder Scrolls III: Bloodmoon,Role-Playing,T,PC,8.6
The Elder Scrolls III: Tribunal,Role-Playing,T,PC,7.7
The Elder Scrolls IV: Knights of the Nine,Role-Playing,M,PC,8.6
The Elder Scrolls IV: Knights of the Nine,Role-Playing,M,XBL,1.7
The Elder Scrolls IV: Oblivion - Game of the Year Edition,Role-Playing,M,PC,9
The Elder Scrolls IV: Shivering Isles,Role-Playing,M,PC,8.6
The Elder Scrolls Travels: Shadowkey,Role-Playing,T,NGage,6.4
The Elder Scrolls: Arena,Role-Playing,T,PC,4.2
The Elder Scrolls: Chapter II: Daggerfall,Role-Playing,M,PC,8.4
The Enchanted Unicorn,Adventure,E,PC,9.4
The Entente Gold,Strategy,T,PC,3.1
The Eye of Judgment: Legends,Strategy,E10,PSN,3.6
The Fairly Odd Parents: Shadow Showdown,Platform,E,PC,3.6
The Fairly OddParents: Breakin' Da Rules,Platform,E,PC,9.4
The Fancy Pants Adventures,Platform,E,PSN,7.2
The Fancy Pants Adventures,Platform,E,XBL,7.1
The Fidgetts,Puzzle,E,GB,6.2
The Fifth Element,Action,T,PC,6.7
The Fish Files,Adventure,T,GB,6.9
The Flintstones: Burger Time in Bedrock,Action,E,GB,9.9
The Flying Hamster,Shooter,E10,PSN,9.9
The Flying Hamster,Shooter,E10,PC,7.9
The Forgotten: It Begins...,Adventure,E,PC,7.1
The Game of Life,Misc,E,PC,7.7
The Game of Life: SpongeBob SquarePants Edition,Misc,E,PC,9.8
The gamrReview Test Game,Fighting,EC,NES,10
The Getaway: High Speed II,Racing,E,GB,3.7
The Golden Horde,Strategy,T,PC,1
The Golf Club,Sports,E,PC,8.4
The Great Escape,Action,T,PC,6.9
The Grim Adventures Of Billy & Mandy,Action,E10,PS2,6.9
The Grim Adventures of Billy & Mandy,Action,E10,GBA,5
The Grinch,Adventure,E,DC,5.2
The Grinch,Platform,E,GB,6.7
The Grinch,Adventure,E,PC,8.2
The Grinder,Shooter,RP,Wii,9.6
The Grinder,Shooter,RP,PC,5.8
The Grinder,Shooter,RP,PS3,8.6
The Grinder,Shooter,RP,X360,9.7
The Guild 2,Strategy,T,PC,9.2
The Guild 2: Pirates of the High Seas,Strategy,T,PC,6.3
The Guild 2: Venice,Strategy,T,PC,6.9
The Guild: Gold Edition,Simulation,T,PC,1.9
The Guy Game,Misc,M,PC,5.1
The Hardy Boys: The Hidden Theft,Adventure,E10,PC,2.4
The Hardy Boys: The Perfect Crime,Adventure,E10,PC,6.5
The Haunted: Hells Reach,Shooter,M,PSN,1.1
The Haunted: Hells Reach,Shooter,M,XBL,2.3
The History Channel - Civil War: The Game,Strategy,T,PC,8.1
The History Channel: Civil War - A Nation Divided,Shooter,T,PS2,2.1
The History Channel: Civil War - A Nation Divided,Shooter,T,X360,5.2
The History Channel: Civil War - A Nation Divided,Shooter,T,PC,2.5
The History Channel: Great Battles of Rome,Strategy,T,PC,1.3
The Horde,Strategy,E,SAT,2.2
The House of the Dead,Shooter,M,PC,8.9
The House of the Dead 2,Shooter,M,PC,9.8
The House of the Dead III,Shooter,M,PC,5.6
The Hula Hamsters,Misc,E,PC,9.8
The Humans: Meet the Ancestors!,Puzzle,E,PC,2.5
The Incredible Hulk: The Pantheon Saga,Action,E,SAT,2.3
The Incredible Hulk: The Pantheon Saga,Action,E,PC,8.9
The Incredible Machine,Puzzle,E,PC,4.2
The Incredible Machine v3.0,Puzzle,E,PC,6.2
The Incredible Maze,Puzzle,E,WW,1.1
The Incredibles,Action,T,XB,6.4
The Italian Job,Racing,T,PS,6.6
The Itchy & Scratchy Game,Platform,E,SNES,8.1
The Itchy & Scratchy Game,Platform,E,GG,7.9
The Itchy & Scratchy Game,Platform,E,GEN,1.9
The Journeyman Project 3: Legacy of Time,Adventure,E,PC,3.3
The King of Fighters '94,Fighting,T,VC,1.3
The King of Fighters '94,Fighting,T,PSN,6.2
The King of Fighters '94 (PSP),Fighting,T,PSN,4.2
The King of Fighters '95,Fighting,E,GB,4.7
The King of Fighters '95,Fighting,T,VC,3.4
The King of Fighters '95,Fighting,T,PSN,5.8
The King of Fighters '98 Ultimate Match,Fighting,T,XBL,7.6
The King of Fighters '99,Fighting,T,PSN,2.9
The King of Fighters 2002: Unlimited Match,Fighting,E,XBL,2.3
The King of Fighters Collection: The Orochi Saga,Fighting,T,PSN,8.1
The King of Fighters EX: Neo Blood,Fighting,T,GBA,8.3
The King of Fighters Extreme,Fighting,T,NGage,2.7
The Kings' Crusade: New Allies,Strategy,T,PC,3.8
The Land Before Time,Action,E,GBA,7.8
The Land Before Time,Platform,E,GB,8.7
The Land Before Time: Kindergarten Adventure,Misc,E,PC,3.5
The Land Before Time: Prehistoric Adventures,Misc,E,PC,4.6
The Land Before Time: Return to the Great Valley,Platform,E,PS,6.3
The Last Blade 2: Heart of the Samurai,Fighting,T,DC,8
The Last Bounty Hunter,Shooter,T,3DO,6.1
The Last Bounty Hunter,Shooter,T,PC,6.5
The Last Guy,Action,E10,PSN,7.2
The Last Ninja (C64),Action,E10,VC,3
The Last Ninja 2: Back with a Vengeance,Action,E10,VC,3.8
The Legend of Heroes: Trails in the Sky,Role-Playing,T,PSN,8.1
The Legend of Heroes: Trails in the Sky SC,Role-Playing,T,PC,1.3
The Legend of Kage,Platform,E,VC,7.1
The Legend of Oasis,Role-Playing,E,SAT,5.8
The Legend of Spyro: A New Beginning,Platform,E10,PS2,6.3
The Legend of Spyro: A New Beginning,Platform,E10,XB,6.4
The Legend of Spyro: A New Beginning,Platform,E,GBA,2.1
The Legend of Spyro: A New Beginning,Platform,E10,XBL,4.5
The Legend of Spyro: The Eternal Night,Platform,E,GBA,2.9
The Legend of the Mystical Ninja,Adventure,E,VC,9.9
The Legend of Zelda,Adventure,E,VC,9
The Legend of Zelda Collector's Edition,Adventure,E,GC,10
The Legend of Zelda: A Link to the Past,Adventure,E,VC,9.5
The Legend of Zelda: Link's Awakening DX,Adventure,E,3DS,5.3
The Legend of Zelda: Majora's Mask,Adventure,E,VC,9.5
The Legend of Zelda: Ocarina of Time,Adventure,E,VC,8.9
The Legend of Zelda: Ocarina of Time / Master Quest,Adventure,E,GC,9
The Lego Ninjago Movie Videogame,Action,E10,PC,4.9
The Letter,Adventure,T,WiiU,3.6
The Lion King,Platform,E,GB,7.7
The Lord of the Rings Online: Shadows of Angmar,Role-Playing,T,PC,5.4
The Lord of the Rings: Aragorn's Quest,Action,E10,PSN,4.6
The Lord of the Rings: Battle for Middle-Earth Anthology,Strategy,T,PC,2.4
The Lord of the Rings: Conquest,Action,T,XBL,9.6
The Lord of the Rings: The Battle for Middle-earth II: The Rise of the Witch-King,Strategy,T,PC,5.8
The Lord of the Rings: The Fellowship of the Ring,Role-Playing,E,GBA,4.4
The Lord of the Rings: The Fellowship of the Ring,Action,T,PC,1
The Lord of the Rings: The Return of the King,Action,T,PC,5.1
The Lord of the Rings: War of the Ring,Strategy,T,PC,5.3
The Lost Town: The Dust,Action,T,DSiW,4.2
The Lost World: Jurassic Park,Action,T,SAT,8.3
The Lost World: Jurassic Park,Platform,E,GB,5.5
The Lost World: Jurassic Park,Action,E,GEN,7.3
The Lost World: Jurassic Park,Action,E,GG,3.3
The Magic Obelisk,Adventure,E,WW,7.9
The Maid's Story,Strategy,AO,PC,6.1
The Mansion of Hidden Souls,Adventure,E,SAT,1.1
The Mask,Platform,E,SNES,3.3
The Masked Rider: Kamen Rider ZO,Action,T,SCD,6.5
The Matrix Online,Role-Playing,T,PC,6.9
The Maw,Action,E10,XBL,7.6
The Maw,Action,E10,PC,8
The Maw: Brute Force,Action,E10,XBL,4.8
The Maw: Brute Force,Action,E10,PC,7.1
The Maw: River Redirect,Action,E10,XBL,3.2
The Maw: River Redirect,Action,E10,PC,5.1
The Maw: Speeder Lane,Action,E10,XBL,3.5
The Maw: Speeder Lane,Action,E10,PC,2.7
The Misadventures of P.B. Winterbottom,Puzzle,E,XBL,8.4
The Movies: Stunts & Effects,Simulation,T,PC,7.9
The Mummy Returns,Action,T,GB,7.5
The Mysterious Case of Dr. Jekyll and Mr. Hyde,Adventure,E,PC,3.5
The Mystery of the Crystal Portal,Adventure,E,PSN,4.7
The Mystery of the Crystal Portal 2,Adventure,E,PC,8
The Mystery of the Mummy,Adventure,E,PC,6.3
The Mystery of Whiterock Castle,Adventure,E,WW,7
The Naked Brothers Band: The Video Game,Misc,E,PC,7.8
The Nations,Strategy,T,PC,9.8
The Need for Speed,Racing,E,PC,2.6
The New Addams Family,Adventure,E,GB,5.8
The New Adventures of Mary-Kate & Ashley,Platform,E,GB,7.5
The New Adventures of Moomin: The Great Autumn Party,Adventure,E,DS,7.6
The New Adventures of Moomin: The Mysterious Howling,Adventure,E,DS,10
The New Adventures of Moomin: The Mysterious Howling,Adventure,E,PC,10
The Next Tetris,Puzzle,E,PC,1.6
The Ooze,Action,E,GEN,7
The Oregon Trail,Adventure,E10,DSiW,1.7
The Path of Go,Misc,E,XBL,9.2
The Penguins of Madagascar,Action,E,3DS,8.4
The Perfect General II,Strategy,E,PC,2.1
The Polar Express,Adventure,E,PC,2.8
The Powerpuff Girls: Paint the Townsville Green,Adventure,E,GB,9.7
The Price is Right,Misc,E,PC,7.9
The Price is Right,Misc,E,DSiW,9.6
The Price is Right,Misc,E,PSN,6.2
The Price is Right 2010 Edition,Misc,E,PC,6.8
The Price is Right: Decades,Misc,E,PC,9.4
The Princess and the Frog,Platform,E,PC,4.7
The Punisher,Action,T,GEN,9.3
The Punisher: No Mercy,Shooter,M,PSN,4.4
The Quest For Glory Collection Series,Adventure,E,PC,9.7
The Rapid Angel,Action,E,PSN,2.7
The Red Star,Action,T,PS2,5.7
The Red Star,Action,T,PSN,6.5
The Ren & Stimpy Show: Buckaroo$!,Action,E,SNES,4.1
The Revenge of Shinobi,Platform,E,GEN,3.6
The Revenge of Shinobi,Platform,E10,VC,2.2
The Ring: Terror's Realm,Adventure,M,DC,3.7
